id,title,year,movie_embedding
302,"Queen Margot (Reine Margot, La)",1994,"[0.009048742,0.012477697,0.0066121574,0.007049459,0.00057268067,1.2306764e-05,-0.0020170128,0.00014018052,0.0042877584,0.0015206259,0.0064260573,0.0031990511,0.00012558514,0.019339569,0.02443458,4.4274762e-05,0.019225886,0.00089847075,-0.0048458925,0.0029285927,0.007644525,-0.007441177,-0.005400529,0.0074279816,0.004173134,0.01938692,0.001474661,0.012590622,0.024925606,0.01968451,0.00028367984,0.00017576628,0.0043838164,-0.0077918763,0.008731139,0.008491568,-0.007822812,0.007998656,-0.00044971454,0.00545208,-0.0044681025,-0.00861671,0.008548093,0.0051041977,-0.00036127333,0.0022208078,-0.015950419,0.00029145906,0.0062812227,0.005849095,0.011284296,0.002738167,-0.0047672126,0.014557445,-0.0044243042,0.0031042343,0.0015693394,0.0126412865,0.0022750052,-0.0032511638,9.428429e-05,0.005898564,0.008369868,0.013764367,0.0145195145,0.025161752,0.01037106,0.007716551,0.005729759,0.0029330025,0.0053090663,0.010580472,0.017953321,-0.0061243554,0.005004665,-0.018046161,0.015285383,0.010619199,7.308031e-05,0.0072995373,0.0008376471,0.016381465,0.0071283397,0.010741453,0.008087865,0.0074590775,0.0049008126,0.01242214,-0.01083059,0.02878809,-0.008353438,-0.011883905,0.0044305064,-0.0039129457,0.00025251988,-0.0064693703,0.00045696026,-0.0034196249,-0.004276387,-0.0032679348]"
303,"Quick and the Dead, The",1995,"[0.016180998,0.0011570188,0.005565247,-0.011155039,-0.0038562953,-0.009551683,0.0033057414,-0.008921955,-0.008398255,0.017314035,-0.0050028097,-0.00013116183,0.003504171,-0.009604863,0.019693658,-0.007806908,-0.003310451,0.00043502386,-0.020579994,-0.0031304213,0.0052814838,0.0046965736,-0.0055003404,0.00012797174,0.0010861352,0.008824563,-0.010787805,0.035806507,0.0056352383,0.0027011961,0.016989034,0.0110891005,-0.004216676,0.008629815,0.0004342275,-0.00441258,0.011729282,-0.0057720533,0.004086749,-0.007868398,-0.005322797,0.015370714,0.0041516363,0.012354022,0.0052221054,0.013789132,-0.007163103,-0.016111052,0.0017343706,0.01039908,0.0258244,0.0008757244,0.009170641,0.011796252,0.017377239,0.008493648,0.0053769797,0.0012166474,0.016061136,-0.029877348,0.010216759,-0.0031390975,0.0019205579,0.0023528344,0.0037274815,0.00041676147,0.004131013,0.031152911,-0.011981283,0.008284393,-0.0048564603,0.008442901,-0.0048271427,-0.003772751,0.01064042,-0.0076617394,-0.019673951,-0.011347095,0.0012219026,-0.007209316,0.00074738037,0.01729757,0.014167914,0.0058522564,-0.0061226524,0.010537328,-0.025736494,-0.0046509667,0.0049655344,-0.015310383,-0.0016274515,0.011878512,-0.019628383,0.021627707,0.0036854986,-0.011514956,0.014226465,0.0043255966,0.0029800134,-0.0038585286]"
304,Roommates,1995,"[0.006779524,-0.0125231175,-0.029583028,0.02817637,0.011343288,-0.019750925,0.005353733,0.014540383,0.059280813,-0.017992053,-0.0029706843,0.024731802,0.0041067176,-0.014341638,0.0001641782,-0.0030692648,-0.0055001993,-0.008017728,-0.008370347,-0.011271382,-0.0001598709,0.008954281,-0.0056871893,0.043018226,-0.00066980015,0.021811934,0.017169047,0.046746787,0.036156636,0.011541714,0.022643952,0.009675309,-0.009231801,-0.009275597,0.008997803,-0.025396822,-0.004090624,-0.029388009,0.009012918,0.019217134,0.009954966,-0.02035271,0.020453319,0.0073124594,0.0032682342,0.01997113,0.0062491964,-0.02337424,0.019748092,-0.022156732,0.02137965,0.03427159,0.029571293,0.025966812,0.010183188,0.02889496,0.0016495578,0.03447715,-0.001172494,0.01127317,0.029774806,0.029510206,-0.001890963,0.03400858,-0.029527318,0.04637974,-0.025133742,-0.020870088,0.0018125902,-0.019955877,0.049054906,0.027818922,-0.011993867,0.017127674,0.041910682,0.042385772,-0.0010108257,0.020900497,0.041462053,0.013516139,-0.0009494947,-0.029753476,0.010865211,-0.034393016,-0.028696027,-0.018174203,-0.0118445605,-0.015391499,0.020545453,0.023663674,0.028610438,-0.015480064,0.011128997,0.0056405445,-0.0027781646,-0.014093132,-0.013229426,-0.0039078654,0.033902466,5.3902197e-05]"
305,Ready to Wear (Pret-A-Porter),1994,"[0.046894543,0.03801063,-0.013497208,0.05732136,0.039208718,0.0046094093,0.022413744,-0.008981277,-0.044714935,0.014556981,0.0009443519,0.036110103,-0.006888563,-0.031597897,-0.024494497,0.002957388,0.015237725,0.0176637,-0.018766997,-0.047831804,-0.042807553,0.005596076,-0.034005586,-0.05153633,-0.007928065,-0.034253508,0.058439963,-0.0058229147,-0.03123433,0.020876413,0.033514034,0.05194539,-0.006041972,0.018417628,0.06321526,-0.019011244,0.02332324,0.0449917,0.020166745,0.049687054,-0.008925836,-0.016179238,-0.022465376,0.0642441,-0.02812144,0.006910467,-0.05110779,0.038895976,-0.042639233,0.03833449,0.035774406,0.0028802787,-0.038743593,-0.015164077,-0.029529806,0.036284972,-0.015960354,0.01245647,0.007536539,0.0011398398,-0.017776627,0.034817133,0.0018605009,-0.002528043,0.00079972623,-0.036188293,-0.018819327,0.00549626,0.0123501215,-0.021569313,0.02201776,-0.018277388,0.048558272,0.04733562,0.034210186,0.049415924,0.043151263,0.0396578,0.034611374,-0.0484585,0.008441488,0.012802021,-0.008343723,-0.001387574,0.0012736006,-0.022070045,0.03828372,0.027392877,0.028188951,-0.0032791768,-0.024752958,-0.03325812,0.053295035,-0.037505377,0.04271164,0.0007686154,0.04596261,-0.0028051236,-0.019194666,-0.043531336]"
306,Three Colors: Red (Trois couleurs: Rouge),1994,"[-0.007237557,-0.0011093904,-0.007496789,-0.020846209,-0.029542103,0.0098442845,0.023999393,0.028953211,0.005856005,-0.0043308674,-0.0013997671,0.0153818615,0.027778946,-0.0143512,-0.023257175,-0.003902921,-0.012925335,0.0022118243,0.016938396,0.007889717,0.01565161,-0.02938856,0.01617757,0.0149396155,-0.018036816,0.011831418,0.016628163,0.007806494,-0.0046904264,-0.005168513,-0.015060047,-0.023732446,-0.018874453,0.020372303,0.012298356,0.015121868,0.018528331,0.030445455,0.0019328897,0.02053504,-0.017333178,-0.00785128,-0.020262832,0.019164452,-0.027677251,0.01602769,0.03903093,-0.00051968126,0.006146049,0.0007004818,0.006550228,-0.0021359494,0.01655835,6.210796e-05,-0.027742103,0.0074420185,0.0021353124,-0.00983276,0.016902924,6.939201e-07,0.02832832,-0.009528282,0.014008877,-0.008500065,0.026642624,-0.0062412894,0.0075958623,0.003349412,0.014335571,0.02029032,-0.0010273942,-0.002235007,0.030674063,0.009354681,0.006386004,0.01574328,-0.0050411704,0.022208503,0.028275717,0.012459077,-0.0010662129,0.014717032,-0.010727832,-0.0039081,0.0013238227,-0.013398511,0.011096818,-0.0005864923,-0.016530035,0.024786012,-0.018764738,0.03857168,0.0049418733,0.033301324,-0.0026396164,-0.027963692,0.017850572,-0.016425338,-0.008920512,-0.043571547]"
307,Three Colors: Blue (Trois couleurs: Bleu),1993,"[-0.05018357,-0.0019744837,0.01986522,-0.004030617,0.037620977,0.04840809,-0.008978964,0.019879468,-0.02468946,-0.046277285,0.02348115,-0.059202727,0.03072436,-0.0036340193,-0.012350592,-0.014550422,0.033339616,0.040842444,0.01687472,0.012235814,0.04221149,-0.010452511,0.022481699,-0.00049384416,0.021153828,0.03207821,-0.045279477,0.009009604,-0.037484597,-0.016423035,0.044453535,0.017306272,-0.00040675935,-0.026048737,-0.05624417,0.04228962,0.054046836,0.06878077,-0.003048209,-0.02038369,0.040547706,-0.013905157,0.012422425,0.02045725,-0.0028258134,-0.002214672,-0.059146687,-0.0043670516,0.057877198,0.05934402,0.008506327,-0.03193059,-0.016208813,0.0024555735,0.07453304,0.047793087,-0.0024828203,-0.026654817,-0.015899159,0.026095249,-0.014864505,0.026736509,-0.005513725,-0.024520662,-0.06763923,-0.016483665,0.028263321,0.050826274,0.005675003,-0.0043939413,-0.007793468,-0.020527702,0.012442242,0.013135091,0.041050345,-0.013595891,0.027655864,-0.012308303,0.037764426,0.037211057,0.017437294,-0.052066915,-0.022581585,0.0445416,-0.0260612,-0.027482703,0.0027607086,0.053172167,0.017834747,0.042842075,-0.008376895,-0.030370034,0.014687635,0.060976844,-0.015622862,0.029758522,-0.019573972,0.06418337,-0.038445625,0.01827161]"
308,Three Colors: White (Trzy kolory: Bialy),1994,"[0.007409886,0.010589347,0.002638985,-0.015843196,0.018720835,-0.009396675,0.018505065,-0.009889635,0.007387879,-0.006974276,0.0049895663,-0.005429887,0.006524723,0.009595868,-0.021588273,0.006133619,-0.0044261757,-0.008320653,0.007713311,-0.001289591,0.0039038798,-0.014318242,0.013593218,0.015067132,0.0060540936,-0.0069380016,0.008299597,0.0067565837,0.004614506,0.005619299,0.015861591,-0.00036569557,0.025254374,0.005178559,-0.014896435,-0.009439065,0.008356164,0.013421238,0.006467061,0.021899216,0.002855399,-0.007519931,0.014330046,-0.008305369,0.0025412906,-0.0015238692,0.010356448,0.0045037577,0.01655946,-0.014991667,-0.0057432866,0.005357684,-0.0064686774,-0.0016615203,-0.0034494349,-0.010538797,0.0054780873,0.011910067,0.016725844,0.01355199,-0.014323749,-0.01299576,-0.009938303,-0.009545526,-0.0067866505,0.013893333,0.0027456312,0.01884551,-0.0079637095,0.01897763,-0.0025484618,0.00094602763,0.02206157,-0.004330896,-0.0075115296,0.020354893,0.024296919,0.0058622216,-0.000674131,0.0006926131,-0.000603114,0.003323565,-0.020476295,0.01226178,-0.005930236,0.01104001,0.004591301,-0.013287283,0.0044660904,-0.0052397666,0.00090629584,0.033175893,0.02038032,0.004646915,0.0075215334,-0.027640428,-0.0054108375,-0.0033827093,0.00815524,0.020062113]"
309,Unknown,,"[-0.020946763,-0.005490876,0.01318147,0.015197844,0.00010633936,-0.027234085,-0.00918315,-0.02575525,-0.00033577048,-0.0082387775,0.015785074,0.015717838,0.0105175,0.03329786,0.027373904,-0.001684535,-0.0077539664,-0.01600178,-0.016163409,-0.0023961586,0.023808355,-0.0030363214,0.038049597,0.008971866,0.010141252,0.008568962,0.03752489,0.017136974,0.02213073,-0.014549281,0.007174133,-0.011001951,0.0035107227,-0.0055008284,-0.0047338572,-0.024526458,0.00991998,0.003623306,0.010036016,0.054669347,-0.003406778,0.00058195565,0.0039131064,0.0042457595,0.017372815,0.015690736,0.015066345,0.014872261,-0.016657695,0.0055933576,0.014278931,-0.02215106,-0.012931789,-0.034468103,0.009580774,0.008035092,0.0038535253,-0.022386165,-0.008138354,0.013979773,0.012322866,0.00865856,0.020248575,-0.029090231,-0.017655296,-0.01980888,0.037265487,0.004973827,0.032872807,-0.01780003,0.033518396,-0.01405641,0.005284453,-0.008525156,0.02028644,0.022475315,0.0047873245,-0.029243449,0.021933729,0.0017738448,0.011022482,0.0069728494,0.0075622606,0.013927598,-0.013653991,0.009423958,0.019123659,0.011853214,-0.0053898203,-0.04056757,0.006897465,0.03334706,0.001977144,-0.009607962,-0.0017089867,0.022951588,1.7785924e-05,0.016037658,-0.010051844,0.004748123]"
310,Rent-a-Kid,1995,"[-0.0047876155,0.01054342,0.016861826,-0.0059688017,-0.023294916,-0.008861982,-0.0075282096,0.014291631,-0.0016232235,-0.008614927,-0.0051329564,0.017718198,0.004496593,-0.008922267,-0.019356662,0.0068095704,-0.008553071,0.008089495,-0.01862104,0.0047477293,0.017415894,-0.0058950433,0.009585385,0.0029454508,0.027601957,-0.022942824,0.0028088505,-0.003966297,0.010228365,0.00053623406,0.03178601,0.0033852588,0.008834332,0.0020571565,0.0044710007,-0.038099196,0.0018777639,0.005350846,0.0025832895,-0.00082197064,0.0035394565,0.007975778,-0.024364544,0.00048735645,-0.0039090877,0.011498737,0.019119669,0.015141127,0.0017524424,0.008687609,0.0062154275,-0.01871195,0.003870464,0.002279733,0.012522793,0.008800945,0.033748794,0.016868372,-0.016376892,0.00086076173,0.015574898,0.0061379154,-0.02261919,-0.0015033958,0.022855189,0.019741395,-0.01494727,0.00035020596,0.029975548,-0.009984615,-0.0051227002,-0.0056205043,0.017413221,-0.016754426,0.0013194627,-0.012602047,-0.011521319,0.0057161325,0.0051216427,0.015324449,-0.004407235,0.0030069032,-0.015326279,0.002796225,0.0038105983,0.0006832409,-0.00897874,-0.010344239,0.011151538,-0.008141184,-0.021806672,-0.011236333,-0.005722764,0.006331636,0.013370079,0.03653964,0.013905085,0.009490571,0.008528759,-0.022579376]"
311,Relative Fear,1994,"[5.39785e-05,-0.0012845789,0.0062095462,-0.0064473124,-0.0026120935,0.0029296086,0.008709975,0.004834427,-0.001507847,-0.004265055,-0.003862536,-2.1689282e-05,-0.0009927406,-0.0019963935,0.010594677,0.0053355447,0.00023115244,-0.0009270191,0.0023668979,0.0042533632,0.0076970593,0.0044694245,0.0023893313,-0.0066900156,0.008685882,0.00379626,0.0025783163,0.0043097856,-0.00223917,0.00056319195,-0.0019789399,0.0028835456,0.00813717,0.00048629404,0.005498569,-0.00013444651,0.0040258453,0.0045961193,0.0014670361,0.005165877,0.0027153417,-0.00036200543,0.00052259193,0.011827605,-0.000456957,0.0039513577,-0.0025597587,0.0004438786,-0.011261283,-0.0056251567,0.004461184,-0.00913308,6.408045e-05,-0.0012211412,-0.003982987,-0.0073422734,0.0019950601,-0.005793257,0.013752732,-0.01117388,0.006289287,-0.0014686256,-0.0015837792,0.004950635,0.000982133,-0.0056870445,0.0027218617,0.004330748,-0.0007685923,-0.0016522217,0.00015002035,-0.0014732326,-0.0012240111,-0.00022524311,-0.006190133,-0.0076312493,-0.003802567,0.0065138983,0.0005036219,0.0027366334,-0.0011058537,0.0011429471,0.010080813,-0.002370178,0.0059371856,-0.0039581214,-0.00316319,-0.0029575385,-0.0055167857,-0.0022441957,-0.0028273987,-0.0015801598,-0.009436476,-0.0017576515,0.010434513,-0.008850283,0.0074030007,-0.0016179351,0.0073298947,-0.0030219601]"
312,Stuart Saves His Family,1995,"[0.028460158,-0.0017451063,0.029859543,0.0063233227,-0.01572582,-0.042990785,-0.008501013,0.0022385481,-0.027549336,0.03139985,0.017238574,0.0043319417,-0.0367935,-0.02579312,0.009190479,-0.048527606,-0.023156736,0.03350336,-0.0042707967,-0.0338197,0.01661665,-0.006411804,-0.013215977,-0.009343636,0.010174142,-0.020529896,-0.02776268,0.04518049,0.009886278,0.037923258,-0.042173225,-0.029258447,0.016177675,0.041109897,0.009858764,0.013843246,0.05274468,-0.014743381,-0.0031911233,-0.0055199694,-0.009299332,0.018246464,0.004196834,-0.019296627,0.023592448,0.00078365876,0.04663731,0.036828846,0.009577262,0.007720233,0.054765183,-0.002815681,0.023110531,-0.03122235,0.030149315,0.038442098,0.03658555,-0.00052992307,0.011228188,0.006882102,0.001487564,0.026101645,-0.02134762,0.0033366675,-0.011780518,-0.0066817207,0.009267462,0.06771154,-0.0052171573,0.00023285786,-0.024067102,-0.010940222,0.031069126,-0.016620453,0.010182109,-0.007072712,0.021805778,-0.0063572675,-0.00014488542,0.017598381,0.011493743,-0.018264186,0.0032752748,0.010165504,0.011776578,0.007540866,-0.026002102,0.03059177,-0.022621453,-0.04054065,-0.019916158,0.032754615,-0.009604733,0.035450123,0.003096836,-0.027221043,0.014311029,0.026319075,0.03550073,0.014529863]"
314,"Secret of Roan Inish, The",1994,"[0.005122731,-1.2052497e-05,0.021513363,0.016425751,-0.005501693,0.014397928,0.018362045,-0.0027176205,0.020872995,-0.0020518485,0.010171221,0.0026058622,0.008053572,0.01689569,0.002218267,0.003037477,0.002014301,0.0040877424,0.005163499,-0.0015313197,0.0077871177,-0.0121993655,-0.013122478,0.021768047,-0.012713589,0.0114341015,0.014759666,-0.0075962427,0.005713929,0.015243487,0.0006307782,0.013849777,0.007246929,-0.005749964,0.021153774,-0.0055743214,-0.003565268,0.0011131988,0.010354191,0.0048700245,0.009976024,-0.02462702,0.003314155,0.007217436,0.008545981,0.0064694574,0.010558901,-3.0755834e-06,0.010905577,0.00016003156,0.03257793,0.018024655,0.031712774,-0.005495619,0.0054838764,0.0035507265,0.006543542,0.034064036,0.00022307309,-0.0060780854,-0.010101359,-0.020369058,-0.006333662,-0.0011257046,-0.002557136,0.028678335,0.012150111,0.0024407774,0.0050672693,-0.002867983,0.011391816,0.031545453,0.0041813864,0.016134083,-0.01944937,0.00018217957,0.02297089,-0.0054136487,0.012508056,0.02387148,0.027967473,0.011655343,0.0046548974,-0.007156201,0.02483448,0.0013883283,-0.0061343745,0.0065675043,0.022835031,0.0080451025,0.008017751,-0.018331332,-0.007006473,0.006992716,0.016514044,-0.02980163,0.004581887,-0.0040141805,0.0015708847,0.0147831505]"
315,"Specialist, The",1994,"[-0.008362379,-0.0030083784,0.0036730245,0.010991801,-8.177277e-05,-0.004627542,-0.006824263,-0.007554166,-0.005190522,-0.0008689475,0.0035689862,0.0010216095,0.0040534204,0.015229151,-0.008820618,-0.008924843,-0.011619103,-0.015255383,-0.001026796,-0.0041756793,0.0008113602,0.003165823,-0.0030253269,0.007989594,0.014040405,-0.003196768,-0.006510419,0.016520604,-0.0034927772,-0.0033810155,0.00423354,0.008925749,0.009573374,0.011637726,-0.019370643,-0.011037915,0.0018921397,-0.006540785,0.012545002,0.013825852,0.009410048,0.0010935396,-0.002831213,-0.0056312056,0.004381471,-0.007250382,0.011247767,-0.0037097747,0.0068091657,0.0021599212,0.00013810601,0.006635359,-0.017746689,-0.004030179,0.0069562225,0.0019373067,-0.0031564485,-0.00084915204,-0.005529142,0.0057510925,-0.010193316,0.00032858617,-0.0047260905,-0.0033375174,-0.013151615,-0.012099987,0.0047378396,0.0024878604,-0.00022167958,-0.009227608,0.014033773,0.0032152925,0.007113773,-0.0021244602,0.0070712245,-0.0061076693,-0.006608009,-0.0039201165,0.015073368,-0.015111306,-0.007654415,0.007826256,-0.012487088,-0.010174623,-0.008644371,0.007367286,-0.006967222,0.019216906,0.0062312125,-0.0015576241,0.008495904,0.005917384,0.007765847,-0.008374465,-0.002168308,0.017111748,-0.007458557,0.0072675683,-0.0028905738,0.0016406033]"
316,Stargate,1994,"[-0.013207243,-0.006461838,-0.00051890133,0.0060376874,0.007972937,-0.016719373,-0.0006669905,0.00034068592,0.024949182,0.014453253,0.013398136,-0.0006406135,0.0026235615,-0.005852528,0.011859479,0.005535277,0.007501115,0.01260972,-0.008075129,0.00013717309,0.00959285,0.00034609254,0.0034736954,-0.0007385693,0.00878848,0.011726163,-0.015914852,-0.0019287792,-0.009965423,0.0108859595,-0.014385861,0.008953719,0.032780588,0.0054310034,0.012736209,0.0057469183,-0.00017726656,0.0038803983,-0.008782822,0.0060112267,-0.006112951,-0.005027131,0.0033092177,0.0042381035,-8.4778854e-05,-0.00757656,0.015351913,0.01037325,0.010621186,0.0026383682,-0.011097178,0.0011772824,-0.0073740706,0.0011594729,0.0020864366,0.0070806155,0.006690572,-0.0028650726,0.0026402273,0.0034433636,0.0041673733,-0.00041952936,0.0011653455,-0.006581229,-0.014195085,-0.01189164,-0.0017478332,0.0134877395,0.020164205,-0.005902379,0.0041649244,0.015303715,-0.0016557134,0.0034347354,0.0055249934,0.0008947928,-0.007177273,-0.019255992,0.0058284104,-0.0053616636,0.00902318,-0.00037718454,0.0024529225,0.022920337,-0.011939917,0.004913057,0.0052829836,-0.013307178,-0.0039155274,0.014441714,-0.0039535887,0.0127539635,-0.015015346,-0.002395397,0.0018702114,0.013527065,0.00043192197,-0.012456533,0.0064998246,-0.00013562615]"
317,"Santa Clause, The",1994,"[-0.006913721,0.019314786,0.030649368,0.01935651,0.01917752,0.0031222028,-0.02860067,0.010317622,-0.0019327501,0.0019016505,-0.0030135012,0.03645664,-0.014510138,0.009382424,0.020712987,0.016044304,-0.028204143,-0.0020090998,-0.014656082,-0.024559252,0.017990794,0.0127679575,-0.011721001,-0.020014787,0.02075044,-0.0322512,-0.019005904,-0.023218097,0.008776063,-0.015285742,-0.03347005,-0.0014280699,0.01575676,0.003547546,0.016180938,0.011003777,0.02388764,0.03167853,-0.02165899,-0.008203064,-0.008883392,0.022723863,-0.0021836793,0.0331908,-0.025123717,0.023569625,0.0023540028,0.01605427,0.0030869637,-0.0049527907,0.0023182142,0.028316135,-0.0033899401,0.028874248,-0.0111543,0.03422189,0.03592162,-0.03133164,-0.054924358,0.020190494,0.010791185,0.024536937,0.04023846,0.006070873,-0.0032646751,0.03747566,0.013100766,0.012542143,-0.044400964,-0.024938956,0.027364058,0.011543074,0.034012426,0.0033988846,0.013221651,0.0041002063,0.0029808455,0.009538078,0.005539031,0.0147735085,0.008563149,0.030013641,0.0081136,0.0009989089,0.0014917763,0.00354041,-0.014721783,0.022592917,-0.012764982,-0.0052902265,0.016079996,-0.009740951,0.0028300488,0.005552047,0.0046464656,0.02760536,0.015254837,0.020841828,0.014784749,0.011842298]"
